bansky,cluster,cell_type,n,prop_of_cluster,prop_of_cell_type
k12,xSp12D09,Oligo.1,602,0.02588134135855546,0.10382141047522861
k12,xSp12D09,Vasc.PC,403,0.017325881341358554,0.013881372593779792
k12,xSp12D09,Oligo.2,248,0.010662080825451418,0.0516831580726228
k12,xSp12D09,Excit.L5.1,208,0.008942390369733448,0.04757140357251553
k12,xSp12D09,Oligo.5,184,0.007910576096302666,0.14640389419170144
k12,xSp12D09,Inhib.Pvalb,182,0.007824591573516768,0.059689150875911756
k12,xSp12D09,Inhib.Lamp5_Lhx6,155,0.0066638005159071366,0.05645965426476699
k12,xSp12D09,Excit.L2,141,0.006061908856405847,0.010099968020254252
k12,xSp12D09,Inhib.Sst,141,0.006061908856405847,0.07141569325429377
k12,xSp12D09,Astro.3,131,0.005631986242476354,0.24777779200713299
k12,xSp12D09,Inhib.Vip,126,0.005417024935511608,0.018576107445108524
k12,xSp12D09,OPC.4,119,0.005116079105760963,0.08639250536591328
k12,xSp12D09,Astro.4,61,0.002622527944969905,0.010126001921350299
k12,xSp12D09,Excit.L5_6_NP,46,0.0019776440240756666,0.1355484223423322
k12,xSp12D09,Inhib.Chandelier,31,0.0013327601031814273,0.03639934097053303
k12,xSp12D09,Micro.3,27,0.0011607910576096302,0.02930649441935028
k12,xSp12D09,Inhib.Pax6,20,8.598452278589854e-4,0.024804004938679923
k12,xSp12D09,Vasc.VLMC,13,5.588993981083405e-4,0.001165988107274089
k12,xSp12D09,Macro,10,4.299226139294927e-4,0.001723525630546291
k12,xSp12D09,Micro.4,6,2.579535683576956e-4,0.06235536856366886
k12,xSp12D09,Excit.L2_5.2,4,1.7196904557179707e-4,0.0010174559154112596
k12,xSp12D09,OPC.1,2,8.598452278589854e-5,0.08084586943639424
k12,xSp12D09,Excit.L5.2,2,8.598452278589854e-5,0.0012482775029024524
k12,xSp12D09,OPC.3,1,4.299226139294927e-5,0.1055539401571198
k12,xSp12D09,Micro.1,0,0,0
k12,xSp12D10,Oligo.3,15529,0.26312311498186997,0.16903728870956658
k12,xSp12D10,Oligo.4,14923,0.25285506116777934,0.3273272736555441
k12,xSp12D10,Oligo.2,7156,0.12125114371886543,0.5877503772386856
k12,xSp12D10,Oligo.1,6084,0.10308719373750382,0.41352794306477775
k12,xSp12D10,Astro.4,2686,0.045511538852553456,0.1757273666991768
k12,xSp12D10,Astro.5,2162,0.036632891660171474,0.03462976432856026
k12,xSp12D10,Vasc.Endo,1675,0.028381171845877528,0.020620925494605567
k12,xSp12D10,Micro.2,1227,0.02079026737605476,0.06179612184387488
k12,xSp12D10,Micro.5,1226,0.020773323392863193,0.0518531626518411
k12,xSp12D10,Oligo.5,1116,0.01890948524179064,0.34996468561279537
k12,xSp12D10,OPC.2,941,0.015944288183266122,0.05960492986651433
k12,xSp12D10,Astro.2,751,0.012724931376868073,0.024526231956210478
k12,xSp12D10,Micro.3,685,0.011606628486224542,0.2930325752676522
k12,xSp12D10,OPC.5,637,0.010793317293029245,0.038681223234675086
k12,xSp12D10,Vasc.PC,589,0.00998000609983395,0.007995909727794966
k12,xSp12D10,OPC.4,402,0.006811481243010607,0.11502185905882002
k12,xSp12D10,Astro.1,213,0.0036090684198041277,0.007452909766965752
k12,xSp12D10,Astro.3,123,0.002084109932562947,0.09168988260232773
k12,xSp12D10,Inhib.Lamp5_Lhx6,122,0.002067165949371378,0.017514250993979373
k12,xSp12D10,Inhib.Vip,100,0.0016943983191568673,0.005810444959396626
k12,xSp12D10,Micro.1,97,0.0016435663695821613,0.32971036934513237
k12,xSp12D10,Vasc.VLMC,92,0.001558846453624318,0.0032520994514293796
k12,xSp12D10,Excit.L6b,91,0.0015419024704327493,0.026371077572389042
k12,xSp12D10,Excit.L2_5.1,72,0.0012199667897929444,0.005671303735367132
k12,xSp12D10,Macro,58,9.827510251109832e-4,0.003939770845602004
k12,xSp12D10,Inhib.Pvalb,55,9.31919075536277e-4,0.007109055824983354
k12,xSp12D10,Micro.4,54,9.149750923447084e-4,0.22117782464872482
k12,xSp12D10,Excit.L6_CT,48,8.133111931952964e-4,0.013273219305060898
k12,xSp12D10,Inhib.Sst,47,7.963672100037277e-4,0.009382047426744795
k12,xSp12D10,Excit.L2,13,2.2027178149039276e-4,3.670028701382462e-4
k12,xSp12D10,Inhib.Chandelier,13,2.2027178149039276e-4,0.006015897130711231
k12,xSp12D10,Excit.L5.1,12,2.033277982988241e-4,0.0010816558381439476
k12,xSp12D10,Inhib.Pax6,7,1.1860788234098071e-4,0.0034214884307464375
k12,xSp12D10,OPC.3,5,8.471991595784337e-5,0.20800303704417353
k12,xSp12D10,Excit.L2_5.2,4,6.77759327662747e-5,4.009967229059931e-4
k12,xSp12D10,OPC.1,1,1.6943983191568674e-5,0.01593136774450617
k12,xSp12D10,Excit.L5.2,1,1.6943983191568674e-5,2.4598372291090043e-4
k12,xSp12D10,Excit.L5_6_NP,1,1.6943983191568674e-5,0.0011613466133702196
k12,xSp12D11,Vasc.Endo,3926,0.25087865039299634,0.18228105541359538
k12,xSp12D11,Oligo.3,2111,0.13489679851747716,0.08666129191487487
k12,xSp12D11,Vasc.PC,1936,0.12371397533388714,0.09911875493271224
k12,xSp12D11,Astro.5,1322,0.08447824142117707,0.07985887705630515
k12,xSp12D11,Oligo.4,847,0.05412486420857563,0.07006600602158393
k12,xSp12D11,Micro.5,688,0.04396447057319956,0.10974155653482982
k12,xSp12D11,Astro.1,591,0.037765991437152535,0.07798869228873609
k12,xSp12D11,Astro.2,547,0.03495431017956419,0.06737148468177617
k12,xSp12D11,Micro.2,523,0.03342066585724327,0.09933819041674813
k12,xSp12D11,OPC.5,378,0.024154898076554413,0.08656662074721548
k12,xSp12D11,OPC.2,368,0.0235158796089207,0.08790999878628561
k12,xSp12D11,Excit.L2,349,0.02230174452041664,0.03715775208564241
k12,xSp12D11,Vasc.VLMC,237,0.015144737682919036,0.03159528188049022
k12,xSp12D11,Inhib.Vip,224,0.014314013674995208,0.04908573601984926
k12,xSp12D11,Oligo.1,221,0.014122308134705093,0.0566507712795266
k12,xSp12D11,Excit.L2_5.1,198,0.01265256565914755,0.05881843955512927
k12,xSp12D11,Macro,140,0.008946258546872005,0.035864840330442474
k12,xSp12D11,Oligo.2,126,0.008051632692184804,0.0390293238238762
k12,xSp12D11,Inhib.Lamp5_Lhx6,118,0.007540417918077832,0.0638868747121513
k12,xSp12D11,Excit.L2_5.2,107,0.0068374976036807466,0.0404540966099088
k12,xSp12D11,Excit.L5.1,92,0.005878969902230175,0.03127473060852298
k12,xSp12D11,Inhib.Pvalb,91,0.005815068055466803,0.0443596922925972
k12,xSp12D11,Astro.4,89,0.00568726436194006,0.021959441830425565
k12,xSp12D11,Inhib.Sst,70,0.004473129273436002,0.05269819056103606
k12,xSp12D11,Excit.L5.2,57,0.0036424052655121735,0.05287849954943222
k12,xSp12D11,OPC.4,54,0.003450699725222059,0.0582701299891376
k12,xSp12D11,Oligo.5,53,0.0033867978784586873,0.06268069382181862
k12,xSp12D11,Inhib.Pax6,38,0.0024282701770081154,0.0700484500134207
k12,xSp12D11,Micro.3,37,0.0023643683302447442,0.059693212504836994
k12,xSp12D11,Inhib.Chandelier,29,0.0018531535561377723,0.05061193533599664
k12,xSp12D11,Excit.L6_CT,26,0.001661448015847658,0.027114792053536684
k12,xSp12D11,Astro.3,21,0.0013419387820308008,0.0590382529546332
k12,xSp12D11,Excit.L6b,17,0.0010863313949773148,0.018579469217808644
k12,xSp12D11,Excit.L5_6_NP,8,5.112147741069717e-4,0.0350388418060623
k12,xSp12D11,Micro.1,4,2.5560738705348587e-4,0.05127654565855735
k12,xSp12D11,Micro.4,3,1.9170554029011437e-4,0.04634116789542264
k12,xSp12D11,OPC.1,2,1.2780369352674293e-4,0.12016582037769381
k12,xSp12D11,OPC.3,1,6.390184676337147e-5,0.15689083315576757
k12,xSp12D12,Vasc.PC,2968,0.2753757654481351,0.22062909979407364
k12,xSp12D12,Vasc.VLMC,2815,0.2611801818519206,0.5448797886090955
k12,xSp12D12,Vasc.Endo,1605,0.1489144553720542,0.10819686748568606
k12,xSp12D12,Macro,913,0.08470959361662646,0.33959403627779405
k12,xSp12D12,Astro.5,586,0.0543700129894229,0.05139700010118344
k12,xSp12D12,Oligo.3,487,0.04518463536834292,0.029027811769868076
k12,xSp12D12,Astro.4,396,0.03674151048431991,0.14186487753967666
k12,xSp12D12,Micro.2,217,0.020133605492670254,0.05984428750611189
k12,xSp12D12,Micro.5,211,0.019576915939877527,0.04886675989459842
k12,xSp12D12,Oligo.4,176,0.016329560215253294,0.021139028819779915
k12,xSp12D12,Oligo.1,66,0.006123585080719985,0.02456438526263848
k12,xSp12D12,Astro.2,57,0.005288550751530896,0.01019323551559792
k12,xSp12D12,Micro.3,51,0.00473186119873817,0.11946531023380434
k12,xSp12D12,OPC.2,42,0.0038968268695490815,0.014567605000089884
k12,xSp12D12,Oligo.2,33,0.0030617925403599927,0.014841672131321797
k12,xSp12D12,OPC.5,23,0.0021339766190387826,0.007647771647733091
k12,xSp12D12,Inhib.Lamp5_Lhx6,20,0.0018556318426424198,0.01572200908898629
k12,xSp12D12,Astro.1,19,0.0017628502505102988,0.0036403753881837676
k12,xSp12D12,Excit.L2_5.1,14,0.001298942289849694,0.006038439998601272
k12,xSp12D12,Inhib.Vip,13,0.001206160697717573,0.004136176403764809
k12,xSp12D12,Oligo.5,12,0.001113379105585452,0.020605709974216655
k12,xSp12D12,OPC.4,11,0.0010205975134533309,0.017234287104389873
k12,xSp12D12,Micro.1,10,9.278159213212099e-4,0.18612605840850896
k12,xSp12D12,Micro.4,7,6.49471144924847e-4,0.15699729556405898
k12,xSp12D12,Inhib.Pvalb,5,4.6390796066060494e-4,0.003538877652110086
k12,xSp12D12,Astro.3,4,3.7112636852848393e-4,0.016327609512977136
k12,xSp12D12,Excit.L2,3,2.78344776396363e-4,4.6376041059035535e-4
k12,xSp12D12,Excit.L2_5.2,3,2.78344776396363e-4,0.001646828580845187
k12,xSp12D12,Inhib.Sst,3,2.78344776396363e-4,0.0032791956528761762
k12,xSp12D12,Excit.L6_CT,2,1.8556318426424197e-4,0.00302838674826067
k12,xSp12D12,Excit.L6b,2,1.8556318426424197e-4,0.00317367746705694
k12,xSp12D12,Inhib.Pax6,2,1.8556318426424197e-4,0.005352951891572601
k12,xSp12D12,Excit.L5.1,1,9.278159213212098e-5,4.935761447360324e-4
k12,xSp12D12,Inhib.Chandelier,1,9.278159213212098e-5,0.002533981021598951
k12,xSp12D12,OPC.1,0,0,0
k12,xSp12D12,OPC.3,0,0,0
k12,xSp12D12,Excit.L5.2,0,0,0
k12,xSp12D12,Excit.L5_6_NP,0,0,0
